"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"HD 130173";"Dra";"16478";"14 44 04 +61 05 54";"STF 1882 AB";"2020";"53";0;11.3;6.92;9.23;2.31;""
"";"Dra";"16478";"14 44 04 +61 05 54";"STF 1882 AC";"2015";"6";37;7.2;6.92;10.50;3.58;""
"HD 130604";"Vir";"120673";"14 48 53 +05 57 16";"STF 1883";"2023";"349";277;1.1;7.02;8.95;1.93;"Y"
"HD 130603";"Boo";"83535";"14 48 23 +24 22 01";"STF 1884";"2023";"173";55;2.4;6.58;7.48;0.90;"Y"
"";"Vir";"";"14 50 33 -00 01 27";"STF 1885";"2017";"52";145;4.1;8.78;9.11;0.33;""
"HD 131023";"Boo";"120697";"14 51 02 +09 43 25";"STF 1886 AB";"2024";"42";226;7.3;7.61;9.73;2.12;""
"HD 126047";"UMi";"2326";"13 54 57 +87 23 44";"STF 1887";"2016";"14";227;3.6;9.18;11.20;2.02;""
"Xi Boo";"Boo";"101250";"14 51 23 +19 06 02";"STF 1888 AB";"2023";"1473";292;5.0;4.76;6.95;2.19;"Y"
"";"Boo";"101250";"14 51 23 +19 06 02";"STF 1888 AC";"2015";"25";340;71.3;4.76;13.83;9.07;""
"";"Boo";"101250";"14 51 23 +19 06 02";"STF 1888 AD";"2015";"24";286;160.8;4.76;11.73;6.97;""
"";"Boo";"101250";"14 51 23 +19 06 07";"STF 1888 BC";"2016";"9";343;67.0;6.95;13.83;6.88;""
"";"Boo";"101250";"14 51 23 +19 06 07";"STF 1888 BE";"2016";"15";99;273.1;6.95;8.65;1.70;""
"HD 131040";"Boo";"29296";"14 49 32 +51 22 28";"STF 1889 AB";"2020";"29";93;15.1;6.53;9.64;3.11;""
"39 Boo";"Boo";"45231";"14 49 41 +48 43 16";"STF 1890";"2023";"196";46;2.9;6.31;6.67;0.36;"Y"
"HD 131763";"Boo";"64392";"14 54 30 +34 05 15";"STF 1891";"2019";"54";246;3.5;8.69;10.07;1.38;""
"HD 238401";"Dra";"29318";"14 52 37 +59 03 04";"STF 1892";"2019";"22";236;3.1;9.68;10.48;0.80;""
"HD 132049";"Boo";"83588";"14 56 15 +29 28 28";"STF 1893";"2019";"84";207;22.8;9.28;11.18;1.90;""
"18 Lib";"Lib";"158946";"14 58 54 -11 08 38";"STF 1894 AB";"2022";"35";38;19.9;6.00;9.83;3.83;""
"";"Lib";"158946";"14 58 54 -11 08 38";"STF 1894 AC";"2016";"14";42;175.1;6.00;11.41;5.41;""
"HD 132357";"Boo";"45298";"14 57 28 +40 09 42";"STF 1895";"2017";"47";42;12.7;8.27;8.88;0.61;""
"HD 132563";"Boo";"45312";"14 58 22 +44 02 36";"STF 1896 AB";"2020";"53";276;4.1;8.97;9.47;0.50;""
"";"Boo";"45312";"14 58 22 +44 02 36";"STF 1896 AC";"2015";"9";342;65.7;8.99;10.93;1.94;""
"HD 132188";"UMi";"16544";"14 53 35 +69 45 46";"STF 1897";"2017";"20";318;36.0;7.61;10.99;3.38;""
"HD 132422";"Dra";"29346";"14 56 30 +59 22 48";"STF 1898 AB";"2019";"36";217;2.9;8.26;10.32;2.06;""
"HD 132883";"Lib";"140278";"15 01 35 -03 09 50";"STF 1899";"2020";"32";67;28.6;6.69;10.15;3.46;""
"HD 132971";"Boo";"64464";"15 00 58 +31 22 38";"STF 1901";"2017";"61";183;18.7;8.71;10.55;1.84;""
"HD 133031";"Boo";"101334";"15 01 52 +15 47 18";"STF 1902";"2021";"37";191;26.2;8.99;9.61;0.62;""
"HD 133292";"Vir";"";"15 03 05 +02 02 26";"STF 1903";"2015";"13";328;47.0;10.46;10.69;0.23;""
"HD 133408";"Vir";"120822";"15 04 06 +05 29 34";"STF 1904";"2018";"80";348;10.1;7.19;7.37;0.18;""
"HD 132844";"UMi";"8125";"14 56 48 +70 49 58";"STF 1905";"2020";"49";163;3.0;9.05;9.43;0.38;""
"HD 133141";"UMi";"8134";"14 58 22 +71 08 27";"STF 1906 AB";"2017";"19";203;16.9;8.48;10.18;1.70;""
"";"UMi";"8134";"14 58 22 +71 08 27";"STF 1906 AC";"2017";"23";262;72.1;8.48;11.47;2.99;""
"HD 133708";"Boo";"101368";"15 05 33 +11 37 53";"STF 1907";"2018";"72";348;0.9;9.13;9.13;0.00;""
"Pi Boo";"Boo";"64492";"15 04 56 +34 28 03";"STF 1908 AB";"2017";"68";152;1.3;9.23;10.31;1.08;""
"";"Boo";"64492";"15 04 56 +34 28 03";"STF 1908 AC";"2015";"4";106;60.7;9.23;13.19;3.96;""
"44 Boo";"Boo";"45357";"15 03 47 +47 39 15";"STF 1909";"2024";"867";216;0.7;5.20;6.10;0.90;"Y"
"HD 134066";"Boo";"120851";"15 07 33 +09 13 34";"STF 1910";"2023";"200";212;3.9;7.35;7.54;0.19;""
"";"Boo";"101384";"15 07 41 +11 58 15";"STF 1911";"2018";"35";292;2.0;10.04;10.41;0.37;""
"HD 133740";"Vir";"120864";"15 09 03 +05 12 12";"STF 1912";"2018";"41";153;7.0;9.01;9.73;0.72;""
"HD 134755";"Lib";"140372";"15 11 45 -05 28 58";"STF 1914";"2017";"35";334;30.8;8.33;9.59;1.26;""
"HD 131616";"UMi";"2433";"14 33 18 +85 56 18";"STF 1915";"2016";"13";319;2.4;7.33;9.69;2.36;""
"HD 134679";"Boo";"64528";"15 09 54 +38 58 33";"STF 1916";"2018";"32";332;9.8;8.40;10.60;2.20;""
"HD 135022";"Ser";"101431";"15 12 33 +15 22 34";"STF 1917";"2019";"53";232;2.5;9.84;9.91;0.07;""
"PX Dra";"Dra";"16606";"15 07 50 +63 07 02";"STF 1918";"2020";"24";20;17.8;6.89;10.29;3.40;""
"HD 135101";"Ser";"101437";"15 12 43 +19 17 10";"STF 1919";"2020";"136";11;23.2;6.71;7.38;0.67;""
"HD 134942";"Boo";"45415";"15 10 48 +46 51 01";"STF 1920";"2021";"33";109;18.7;9.92;9.98;0.06;""
"HD 135076";"Boo";"64551";"15 12 00 +38 40 12";"STF 1921 AB";"2017";"55";283;30.3;8.56;8.74;0.18;""
"HD 135264";"Ser";"101451";"15 13 47 +14 26 54";"STF 1923 AB";"2018";"45";11;4.8;9.07;10.14;1.07;""
"";"Boo";"83724";"15 14 07 +25 45 26";"STF 1924";"2020";"25";306;15.2;9.71;10.88;1.17;""
"HD 135725";"Lib";"140428";"15 16 53 -08 17 08";"STF 1925 AB";"2016";"74";17;6.3;8.14;9.85;1.71;""
"";"Lib";"140428";"15 16 53 -08 17 08";"STF 1925 AC";"2015";"8";293;63.0;8.14;14.42;6.28;""
"";"Lib";"140428";"15 16 53 -08 17 08";"STF 1925 AD";"2015";"7";285;118.4;8.14;14.39;6.25;""
"";"Lib";"140428";"15 16 53 -08 17 08";"STF 1925 AE";"2015";"6";275;209.3;8.14;12.30;4.16;""
"HD 135631";"Boo";"64585";"15 14 57 +38 18 04";"STF 1926 AB";"2016";"95";222;0.3;7.35;9.01;1.66;""
"BV Dra";"Dra";"16636";"15 11 50 +61 51 25";"STF 1927 AB";"2017";"53";353;16.1;8.12;8.81;0.69;""
"HD 135319";"UMi";"8177";"15 09 17 +72 27 16";"STF 1928";"2017";"30";275;6.5;9.56;10.24;0.68;""
"";"Boo";"64606";"15 16 39 +33 39 07";"STF 1929";"2017";"24";8;6.5;9.79;11.80;2.01;""
"5 Ser";"Ser";"120946";"15 19 19 +01 45 56";"STF 1930 AB";"2023";"58";35;11.4;5.06;10.11;5.05;""
"";"Ser";"120946";"15 19 19 +01 45 56";"STF 1930 AC";"2020";"10";17;152.2;5.06;13.09;8.03;""
"";"Ser";"120946";"15 19 19 +01 45 56";"STF 1930 AD";"2016";"11";272;718.8;5.06;10.35;5.29;""
"HD 136160";"Ser";"101480";"15 18 42 +10 25 40";"STF 1931 AB";"2018";"110";166;13.4;7.20;8.07;0.87;""
"";"Ser";"101480";"15 18 42 +10 25 40";"STF 1931 AC";"2015";"10";93;172.9;7.20;12.69;5.49;""
"HD 136176";"CrB";"83756";"15 18 20 +26 50 25";"STF 1932 AB";"2023";"610";268;1.6;7.32;7.41;0.09;"Y"
"";"UMi";"8168";"15 05 14 +79 03 34";"STF 1933";"2017";"16";275;24.0;9.43;11.75;2.32;""
"HD 136136";"Boo";"45471";"15 17 22 +43 47 37";"STF 1934 AB";"2017";"151";13;9.8;9.46;9.63;0.17;""
"";"Boo";"45471";"15 17 22 +43 47 37";"STF 1934 AC";"2015";"19";217;138.9;9.46;11.55;2.09;""
"HD 136526";"CrB";"64641";"15 20 13 +30 41 44";"STF 1935";"2021";"46";289;8.6;9.91;10.19;0.28;""
"";"CrB";"";"15 21 08 +27 02 23";"STF 1936";"2015";"25";231;19.8;9.92;10.09;0.17;""
"";"CrB";"64673";"15 23 12 +30 17 18";"STF 1937 AB";"2024";"1112";356;0.7;5.64;5.95;0.31;"Y"
"";"CrB";"64673";"15 23 12 +30 17 18";"STF 1937 AB,C";"2023";"13";357;76.8;4.98;13.35;8.37;""
"Eta CrB";"CrB";"64673";"15 23 12 +30 17 18";"STF 1937 AB,D";"2023";"11";40;218.1;4.98;11.00;6.02;""
"";"Boo";"64687";"15 24 31 +37 20 52";"STF 1938 Ba,Bb";"2023";"770";2;2.3;7.09;7.63;0.54;"Y"
"HD 137631";"Lib";"159271";"15 27 30 -10 57 45";"STF 1939";"2016";"40";130;9.7;8.22;9.32;1.10;""
"HD 137557";"Ser";"101554";"15 26 09 +18 10 16";"STF 1940";"2018";"73";331;0.3;8.46;8.88;0.42;""
"HD 137529";"CrB";"83814";"15 25 43 +26 37 40";"STF 1941";"2017";"69";212;1.4;9.65;9.77;0.12;""
"HD 137556";"Ser";"83816";"15 26 03 +21 27 36";"STF 1942";"2019";"39";91;9.7;9.49;10.68;1.19;""
"HD 137762";"Ser";"121012";"15 27 38 +05 22 06";"STF 1943";"2019";"52";148;5.1;9.29;9.58;0.29;""
"HD 137761";"Ser";"121013";"15 27 42 +06 06 04";"STF 1944";"2022";"136";289;0.7;8.32;8.79;0.47;"Y"
"";"Ser";"";"15 28 01 +14 41 57";"STF 1945 AB";"2022";"50";314;41.9;10.12;10.62;0.50;""
"";"Ser";"";"15 28 01 +14 41 57";"STF 1945 AC";"2017";"35";309;49.2;10.12;10.62;0.50;""
"";"Ser";"";"15 28 01 +14 41 57";"STF 1945 AD";"2015";"9";18;23.4;10.12;15.80;5.68;""
"";"Ser";"";"15 28 01 +14 41 57";"STF 1945 AE";"2015";"15";53;146.5;10.12;11.98;1.86;""
"";"Ser";"";"15 27 59 +14 42 23";"STF 1945 BC";"2022";"46";281;9.4;10.62;10.62;0.00;""
"";"Boo";"64711";"15 27 09 +39 29 36";"STF 1946";"2021";"29";344;7.5;9.34;10.87;1.53;""
"FL Boo";"Boo";"64715";"15 28 10 +38 21 38";"STF 1947";"2021";"43";26;6.8;9.98;10.39;0.41;""
"HD 137972";"Dra";"29528";"15 26 35 +54 53 56";"STF 1948";"2017";"34";47;12.8;8.71;9.65;0.94;""
"";"Ser";"101588";"15 30 38 +13 03 23";"STF 1949";"2017";"28";213;16.5;10.16;10.25;0.09;""
"HD 138232";"Ser";"83852";"15 29 58 +25 30 31";"STF 1950";"2020";"87";91;3.3;8.07;9.23;1.16;""
"HD 138305";"CrB";"83857";"15 30 20 +27 39 30";"STF 1951";"2023";"33";294;17.6;7.89;11.88;3.99;""
"HD 138455";"Ser";"121047";"15 31 55 +09 39 39";"STF 1952 AB,C";"2019";"41";220;16.1;8.70;10.12;1.42;""
"HD 138596";"Ser";"121056";"15 32 57 +05 30 32";"STF 1953";"2018";"32";252;6.7;9.65;10.58;0.93;""
"Del Ser";"Ser";"101624";"15 34 48 +10 32 20";"STF 1954 AB";"2022";"523";171;4.0;4.17;5.16;0.99;"Y"
"";"Ser";"101624";"15 34 48 +10 32 20";"STF 1954 AC";"2016";"8";19;66.1;4.17;13.90;9.73;""
"";"Ser";"225921";"15 34 49 +10 33 23";"STF 1954 CD";"2018";"10";341;4.0;13.90;14.60;0.70;""
"";"CrB";"83885";"15 33 51 +26 42 30";"STF 1955 AB";"2017";"44";237;7.8;9.84;10.32;0.48;""
"HD 138884";"Boo";"45606";"15 33 16 +41 48 34";"STF 1956";"2019";"68";225;0.3;8.57;9.85;1.28;""
"HD 139086";"Ser";"101633";"15 35 51 +12 54 59";"STF 1957";"2013";"94";132;0.3;7.96;9.43;1.47;"Y"
"HD 138684";"UMi";"16749";"15 29 24 +67 12 16";"STF 1958";"2016";"24";337;29.6;9.63;9.97;0.34;""
"";"CrB";"64786";"15 34 44 +34 43 23";"STF 1959";"2018";"24";244;2.2;9.79;10.81;1.02;""
"";"Ser";"121092";"15 36 36 +09 14 45";"STF 1960";"2019";"27";320;12.1;9.96;10.52;0.56;""
"";"Boo";"";"15 34 35 +43 31 29";"STF 1961 AB";"2015";"45";20;28.6;10.07;10.17;0.10;""
"";"Boo";"";"15 34 35 +43 31 29";"STF 1961 AC";"2020";"11";326;56.1;10.07;13.38;3.31;""
"178 Lib";"Lib";"140672";"15 38 40 -08 47 29";"STF 1962";"2019";"112";188;11.7;6.44;6.49;0.05;""
"HD 139569";"CrB";"64818";"15 37 54 +30 06 10";"STF 1963 AB";"2019";"131";298;5.2;8.54;8.85;0.31;""
"";"CrB";"64818";"15 37 54 +30 06 10";"STF 1963 AC";"2017";"9";116;32.4;8.54;13.58;5.04;""
"";"CrB";"64821";"15 38 13 +36 14 49";"STF 1964 AC";"2021";"83";86;15.0;8.07;8.06;0.01;""
"";"CrB";"64821";"15 38 13 +36 14 49";"STF 1964 AD";"2021";"20";80;15.8;8.07;9.02;0.95;""
"";"CrB";"64821";"15 38 14 +36 14 50";"STF 1964 CD";"2019";"72";21;1.5;8.06;9.02;0.96;"Y"
"Zet1 CrB";"CrB";"64834";"15 39 23 +36 38 09";"STF 1965";"2024";"346";306;6.3;4.96;5.91;0.95;""
"HD 140069";"Lib";"159446";"15 41 60 -11 08 28";"STF 1966";"2015";"31";52;23.1;9.26;9.40;0.14;""
"Gam CrB";"CrB";"83958";"15 42 45 +26 17 44";"STF 1967";"2021";"493";121;0.6;4.04;5.60;1.56;"Y"
"HD 140731";"Ser";"140735";"15 45 23 -01 23 29";"STF 1968";"2017";"27";93;14.4;9.49;10.49;1.00;""
"HD 140590";"Dra";"16813";"15 41 16 +59 59 17";"STF 1969";"2017";"79";30;1.1;9.14;9.50;0.36;"Y"
"Chow";"Ser";"101725";"15 46 11 +15 25 19";"STF 1970 AB";"2023";"57";264;30.3;3.66;9.96;6.30;""
"";"Ser";"101725";"15 46 11 +15 25 19";"STF 1970 AC";"2015";"13";211;201.7;3.65;10.98;7.33;""
"";"UMi";"8288";"15 35 13 +75 20 16";"STF 1971";"2017";"16";315;14.9;9.64;11.99;2.35;""
"Pi1 UMi";"UMi";"2556";"15 29 11 +80 26 55";"STF 1972 AB";"2018";"107";79;31.6;6.64;7.30;0.66;""
"";"UMi";"2556";"15 29 11 +80 26 55";"STF 1972 AC";"2020";"9";101;188.1;6.64;11.40;4.76;""
"HD 141186";"CrB";"64893";"15 46 24 +36 26 46";"STF 1973";"2021";"48";321;30.6;7.60;8.79;1.19;""
"HD 141423";"Ser";"140780";"15 49 12 -03 14 01";"STF 1974";"2018";"55";158;2.5;8.95;9.12;0.17;""
"HD 141060";"Dra";"16827";"15 42 42 +67 03 60";"STF 1975";"2015";"12";43;18.9;8.09;11.80;3.71;""
"HD 141242";"Dra";"29644";"15 44 55 +59 25 43";"STF 1976 AB";"2016";"33";71;19.3;9.66;9.92;0.26;""
"";"Dra";"29644";"15 44 55 +59 25 43";"STF 1976 AC";"2015";"13";214;132.7;9.66;11.58;1.92;""
"";"Dra";"29644";"15 44 55 +59 25 43";"STF 1976 AD";"2015";"9";336;16.5;9.66;14.50;4.84;""
"QX Ser";"Ser";"84018";"15 49 33 +25 27 37";"STF 1977 AB";"2019";"32";356;13.9;8.76;10.95;2.19;""
"";"Ser";"101772";"15 50 55 +14 40 43";"STF 1978";"2019";"35";233;14.8;9.19;10.13;0.94;""
"";"Ser";"84031";"15 50 39 +22 28 35";"STF 1979";"2019";"35";246;9.3;9.58;10.14;0.56;""
"";"UMi";"2568";"15 32 27 +81 03 10";"STF 1980";"2021";"28";48;10.2;9.15;9.52;0.37;""
"HD 141812";"Ser";"84039";"15 51 16 +25 08 39";"STF 1981";"2018";"21";4;12.1;9.37;10.86;1.49;""
"HD 141892";"Her";"45751";"15 49 51 +42 47 20";"STF 1982";"2019";"46";299;4.8;9.95;10.12;0.17;""
"NSV7301";"CrB";"257325";"15 51 58 +35 27 39";"STF 1983";"2015";"34";64;14.1;10.19;11.74;1.55;""
"HD 142282";"Dra";"29691";"15 51 10 +52 54 25";"STF 1984 AB";"2019";"78";279;6.4;6.89;8.94;2.05;""
"";"Dra";"29691";"15 51 10 +52 54 25";"STF 1984 AC";"2020";"8";97;173.5;6.89;13.37;6.48;""
"HD 142661";"Ser";"140842";"15 55 55 -02 09 51";"STF 1985";"2023";"194";355;6.0;7.03;8.65;1.62;"Y"
"HD 142658";"Ser";"101817";"15 55 30 +10 06 17";"STF 1986";"2017";"38";93;14.7;8.86;9.85;0.99;""
"HD 142930";"Ser";"121277";"15 57 15 +03 24 19";"STF 1987";"2017";"63";321;10.6;7.31;8.71;1.40;""
"HD 142910";"Ser";"101829";"15 56 46 +12 28 41";"STF 1988";"2023";"148";248;1.7;7.59;7.84;0.25;""
"Pi2 UMi";"UMi";"2588";"15 39 39 +79 58 60";"STF 1989";"2023";"125";21;0.6;7.32;8.15;0.83;"Y"
"HD 143314";"Ser";"84115";"15 58 53 +21 47 28";"STF 1990 AB";"2017";"36";61;56.6;8.63;9.25;0.62;""
"";"Ser";"84115";"15 58 53 +21 47 28";"STF 1990 AC";"2017";"29";60;58.5;8.63;9.29;0.66;""
"";"Ser";"84118";"15 58 57 +21 47 55";"STF 1990 BC";"2019";"50";26;4.0;9.25;9.29;0.04;""
"HD 143208";"Her";"45802";"15 57 27 +41 39 43";"STF 1991 AB";"2019";"42";195;3.0;9.45;10.41;0.96;""
"";"Her";"45802";"15 57 27 +41 39 43";"STF 1991 AC";"2015";"15";87;95.0;9.45;8.82;0.63;""
"HD 143480";"Ser";"101864";"16 00 16 +11 40 13";"STF 1992 AB,C";"2019";"64";326;6.9;9.46;9.72;0.26;""
"HD 143456";"Ser";"101858";"15 59 47 +17 22 35";"STF 1993 AB";"2018";"84";43;20.1;8.59;8.88;0.29;""
"";"Ser";"101858";"15 59 47 +17 22 35";"STF 1993 AC";"2017";"15";179;239.3;8.59;10.03;1.44;""
"";"Ser";"";"15 59 47 +17 18 35";"STF 1994 CD";"2017";"16";337;17.1;10.03;12.48;2.45;""
"HD 143552";"Ser";"101870";"16 00 27 +14 39 09";"STF 1995";"2018";"27";319;14.3;9.28;10.10;0.82;""
"HD 238521";"Dra";"29725";"15 56 31 +57 16 58";"STF 1996 AB";"2016";"30";108;19.4;10.22;10.65;0.43;""
"";"Dra";"29725";"15 56 31 +57 16 58";"STF 1996 AC";"2015";"16";141;162.0;10.22;10.59;0.37;""
"HD 141146";"UMi";"8348";"15 47 53 +77 46 09";"STF 1997";"2017";"13";339;18.3;9.31;12.16;2.85;""
"Xi Sco";"Sco";"159665";"16 04 22 -11 22 23";"STF 1998 AB";"2023";"644";17;1.1;4.84;4.86;0.02;"Y"
"";"Sco";"159665";"16 04 22 -11 22 23";"STF 1998 AC";"2023";"394";42;8.0;4.84;7.30;2.46;"Y"
"";"Sco";"159665";"16 04 22 -11 22 20";"STF 1998 BC";"2023";"80";45;7.1;4.86;7.30;2.44;""
"HD 144087";"Sco";"159668";"16 04 26 -11 26 58";"STF 1999 AB";"2020";"175";98;11.9;7.43;7.99;0.56;""
"";"Sco";"159668";"16 04 26 -11 26 58";"STF 1999 AC";"2015";"12";85;84.5;7.43;11.41;3.98;""
"";"Sco";"159668";"16 04 26 -11 26 58";"STF 1999 AD";"2015";"28";349;279.7;7.43;4.10;3.33;""
"";"Sco";"159670";"16 04 27 -11 26 60";"STF 1999 BC";"2015";"10";82;73.0;7.99;11.41;3.42;""
"HD 143993";"Ser";"101894";"16 03 02 +13 59 29";"STF 2000 AB";"2020";"59";226;2.6;8.42;9.22;0.80;""
"HD 143874";"Her";"45842";"16 01 13 +41 50 02";"STF 2001 AB";"2017";"23";168;11.5;10.01;10.98;0.97;""
"HD 144060";"UMi";"2619";"15 47 36 +83 16 26";"STF 2002";"2017";"17";312;42.2;8.81;10.61;1.80;""
"43 Ser";"Ser";"101898";"16 03 40 +11 26 01";"STF 2003";"2022";"29";170;14.3;7.27;10.47;3.20;""
"HD 144111";"CrB";"84167";"16 03 12 +28 51 06";"STF 2004";"2017";"38";278;1.8;9.52;10.33;0.81;""
"";"Oph";"140945";"16 05 45 -06 17 28";"STF 2005 AC";"2019";"18";233;28.6;6.46;11.31;4.85;""
"";"Oph";"140945";"16 05 45 -06 17 28";"STF 2005 AD";"2015";"12";202;55.3;6.46;11.87;5.41;""
"";"Oph";"140945";"16 05 43 -06 17 46";"STF 2005 CD";"2015";"18";176;34.2;11.31;11.87;0.56;""
"HD 143988";"Dra";"29752";"16 00 18 +58 56 03";"STF 2006 AB";"2022";"52";180;1.5;8.48;9.96;1.48;""
"";"Dra";"29752";"16 00 18 +58 56 03";"STF 2006 AC";"2015";"41";211;48.0;8.48;9.74;1.26;""
"HD 144563";"Ser";"101922";"16 06 03 +13 19 16";"STF 2007 AB";"2019";"96";322;37.7;6.89;7.98;1.09;""
"";"Ser";"101922";"16 06 03 +13 19 16";"STF 2007 AC";"2020";"15";137;162.7;6.89;10.81;3.92;""
"HD 144764";"Ser";"140971";"16 07 36 -02 39 01";"STF 2008";"2021";"33";57;9.1;9.28;10.07;0.79;""
"HD 144328";"Dra";"16930";"16 01 59 +60 28 57";"STF 2009 AB";"2020";"36";301;17.0;9.42;10.71;1.29;""
"Marsic";"Her";"101951";"16 08 05 +17 02 49";"STF 2010 AB";"2023";"220";14;27.1;5.10;6.21;1.11;""
"";"Her";"101951";"16 08 05 +17 02 49";"STF 2010 AC";"2016";"7";212;62.7;5.10;13.40;8.30;""
"HD 144999";"CrB";"84205";"16 07 38 +28 59 44";"STF 2011 AB";"2017";"39";67;2.6;7.93;10.23;2.30;""
"HD 145207";"Oph";"141002";"16 09 60 -08 15 06";"STF 2012";"2015";"17";213;24.3;8.79;11.74;2.95;""
"";"UMi";"8383";"15 57 15 +76 28 44";"STF 2013";"2017";"42";274;20.5;10.02;11.01;0.99;""
"HD 145312";"Her";"45908";"16 08 38 +40 03 11";"STF 2014 AB";"2018";"28";91;8.4;8.62;10.41;1.79;""
"HD 145424";"Her";"45912";"16 08 55 +45 21 12";"STF 2015 AB";"2019";"61";159;3.0;8.24;9.52;1.28;""
"";"Her";"45912";"16 08 55 +45 21 12";"STF 2015 AC";"2015";"8";102;8.9;8.24;13.80;5.56;""
"";"Her";"45912";"16 08 55 +45 21 09";"STF 2015 BC";"2016";"6";83;7.6;9.52;13.80;4.28;""
"HD 145730";"Her";"101998";"16 12 07 +11 54 39";"STF 2016";"2019";"43";147;7.5;8.49;9.60;1.11;""
"12 Sco";"Her";"102001";"16 12 08 +14 32 56";"STF 2017";"2022";"62";258;29.8;8.60;9.13;0.53;""
"HD 145915";"Oph";"141042";"16 13 46 -07 38 44";"STF 2018";"2016";"17";355;19.6;9.29;11.00;1.71;""
"HD 145996";"Sco";"159803";"16 14 17 -10 24 52";"STF 2019 AB,C";"2018";"22";153;22.3;7.38;9.84;2.46;""
"";"UMi";"";"16 00 00 +76 15 23";"STF 2020 AB";"2018";"25";244;26.6;9.86;10.80;0.94;""
"49 Ser";"Her";"102018";"16 13 18 +13 31 37";"STF 2021 AB";"2021";"431";0;4.0;7.43;7.48;0.05;"Y"
"";"Her";"102018";"16 13 18 +13 31 37";"STF 2021 AC";"2001";"13";118;206.2;7.43;11.28;3.85;""
"HD 145976";"CrB";"84247";"16 12 45 +26 40 14";"STF 2022";"2018";"79";153;2.5;6.54;10.03;3.49;""
"HD 146136";"Her";"121448";"16 14 31 +05 31 21";"STF 2023";"2019";"88";222;1.8;8.70;9.38;0.68;""
"14 Sco";"Her";"45957";"16 11 48 +42 22 28";"STF 2024";"2023";"24";44;23.2;5.86;10.73;4.87;""
"HD 145873";"Her";"45953";"16 11 12 +47 33 36";"STF 2025";"2021";"23";163;2.5;8.03;9.75;1.72;""
"HD 146413";"Her";"121460";"16 15 57 +07 21 25";"STF 2026 AB";"2019";"328";16;3.5;9.48;9.86;0.38;"Y"
"HD 146265";"Her";"121453";"16 15 17 +04 15 47";"STF 2027";"2019";"68";80;1.9;8.77;8.86;0.09;""
"HD 146100";"CrB";"65149";"16 12 48 +39 21 36";"STF 2028";"2022";"61";145;0.5;9.88;9.14;0.74;"Y"
"HD 146168";"CrB";"84258";"16 13 48 +28 43 56";"STF 2029";"2018";"52";187;6.0;7.95;9.62;1.67;""
"HD 146080";"Her";"45965";"16 12 43 +40 46 54";"STF 2030";"2018";"28";239;5.7;7.91;10.16;2.25;""
"HD 146433";"Ser";"141069";"16 16 20 -01 38 54";"STF 2031 AB";"2017";"28";229;20.9;7.18;11.00;3.82;""
"";"Ser";"141069";"16 16 20 -01 38 54";"STF 2031 AC";"2017";"7";26;92.9;7.13;12.96;5.83;""
"Sig CrB";"CrB";"65165";"16 14 41 +33 51 31";"STF 2032 AB";"2024";"1137";240;7.3;5.62;6.49;0.87;"Y"
"";"CrB";"65165";"16 14 41 +33 51 31";"STF 2032 AC";"2021";"19";91;27.7;5.62;13.10;7.48;""
"";"CrB";"65165";"16 14 41 +33 51 31";"STF 2032 AD";"2024";"121";82;96.2;5.62;10.78;5.16;""
"";"CrB";"65165";"16 14 41 +33 51 31";"STF 2032 AE";"2021";"17";241;635.1;5.62;12.31;6.69;""
"";"CrB";"65165";"16 14 40 +33 51 27";"STF 2032 BD";"2021";"72";81;102.0;6.49;10.78;4.29;""
"HD 146773";"Ser";"141085";"16 18 11 -02 16 14";"STF 2033";"2017";"46";174;10.6;9.12;9.17;0.05;""
"HD 144463";"UMi";"2625";"15 48 43 +83 37 10";"STF 2034";"2023";"61";109;1.1;7.68;7.95;0.27;""
"";"Her";"84292";"16 18 09 +25 51 41";"STF 2035";"2020";"25";36;2.7;9.71;10.90;1.19;""
"";"UMi";"8438";"16 09 02 +72 33 33";"STF 2036 AB";"2018";"18";238;2.2;9.97;11.11;1.14;""
"";"Her";"102080";"16 18 49 +17 23 58";"STF 2037";"2017";"45";256;1.1;9.82;9.86;0.04;""
"HD 147737";"Oph";"121562";"16 23 31 +02 12 52";"STF 2038";"2015";"15";213;17.6;9.10;11.30;2.20;""
"HD 147665";"Her";"84331";"16 22 17 +24 44 32";"STF 2039";"2015";"13";344;11.6;8.80;12.23;3.43;""
"HD 147735";"Her";"102116";"16 23 06 +13 50 23";"STF 2040";"2018";"34";313;7.0;8.11;10.14;2.03;""
"HD 147411";"Ser";"121534";"16 21 48 +01 12 56";"STF 2041";"2016";"35";357;2.5;7.51;10.54;3.03;""
"HD 147812";"Her";"121590";"16 25 51 +05 42 07";"STF 2042";"2017";"23";134;9.7;8.59;11.40;2.81;""
"HD 148147";"Her";"102154";"16 25 27 +17 18 11";"STF 2043";"2018";"26";85;10.0;8.03;11.44;3.41;""
"HD 148086";"CrB";"65276";"16 24 10 +37 02 12";"STF 2044";"2024";"124";340;8.1;8.43;8.79;0.36;""
"HD 147803";"Dra";"17046";"16 20 18 +61 29 46";"STF 2045";"2018";"27";186;2.2;8.80;10.18;1.38;""
"20 Sco";"Dra";"17053";"16 20 54 +64 21 46";"STF 2046 AB";"2018";"34";221;8.0;9.73;10.30;0.57;""
