"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"";"Per";"39496";"04 23 05 +49 34 13";"STF 524";"2021";"24";58;7.0;9.01;9.83;0.82;""
"HD 27340";"Eri";"131106";"04 18 45 -02 41 48";"STF 525 AB";"2015";"18";244;45.3;8.91;10.18;1.27;""
"";"Eri";"131106";"04 18 45 -02 41 48";"STF 525 AC";"2015";"11";235;48.0;8.91;9.91;1.00;""
"";"Eri";"";"04 18 42 -02 42 08";"STF 525 BC";"2018";"17";170;7.9;10.18;10.70;0.52;""
"HD 27705";"Cam";"13142";"04 25 52 +60 15 21";"STF 526 AB";"2021";"27";55;6.0;8.92;9.35;0.43;""
"HD 27388";"Eri";"131108";"04 19 03 -07 25 23";"STF 527";"2021";"29";196;6.2;8.16;10.38;2.22;""
"Chi Tau";"Tau";"76573";"04 22 35 +25 37 46";"STF 528 AB";"2016";"80";25;19.4;5.37;8.54;3.17;""
"HD 27659";"Tau";"76574";"04 22 55 +28 23 55";"STF 529 AB";"2018";"18";13;4.3;8.40;10.10;1.70;""
"HD 232953";"Cam";"24612";"04 26 29 +53 29 28";"STF 530 AB";"2015";"19";201;14.0;9.24;11.47;2.23;""
"";"Cam";"24612";"04 26 29 +53 29 28";"STF 530 AC";"2015";"7";278;37.7;9.24;12.10;2.86;""
"HD 27856";"Cam";"24614";"04 26 46 +55 38 38";"STF 531";"2020";"52";325;1.0;7.69;8.76;1.07;"Y"
"";"Eri";"149560";"04 20 44 -14 13 18";"STF 532";"2015";"11";214;19.0;9.05;10.40;1.35;""
"V590 Per";"Per";"57211";"04 24 25 +34 18 53";"STF 533 AB";"2020";"61";62;19.0;7.30;8.49;1.19;""
"";"Per";"57211";"04 24 25 +34 18 53";"STF 533 AC";"2015";"10";193;106.9;7.30;12.00;4.70;""
"62 Tau";"Tau";"76591";"04 23 60 +24 18 04";"STF 534 AB";"2019";"74";291;29.1;6.36;7.94;1.58;""
"";"Tau";"76590";"04 23 58 +24 18 14";"STF 534 BC";"2015";"11";338;110.7;7.94;11.93;3.99;""
"HD 27762";"Tau";"93899";"04 23 17 +11 22 40";"STF 535";"2023";"242";267;1.1;6.95;8.29;1.34;"Y"
"HD 27699";"Eri";"131150";"04 22 10 -04 40 37";"STF 536";"2021";"69";193;1.5;7.94;8.73;0.79;""
"HD 27708";"Eri";"149581";"04 22 04 -09 57 07";"STF 537";"2015";"26";353;18.9;8.36;10.79;2.43;""
"";"Cam";"13161";"04 30 37 +64 13 32";"STF 538 AB";"2016";"24";220;7.5;9.71;10.43;0.72;""
"";"Cam";"13161";"04 30 37 +64 13 32";"STF 538 AC";"2016";"16";358;11.5;9.71;15.20;5.49;""
"HD 28184";"Cam";"13167";"04 30 54 +63 24 57";"STF 540";"2015";"15";184;3.1;8.78;10.82;2.04;""
"Kap Tau";"Tau";"76601";"04 25 22 +22 17 38";"STF 541 AB";"2016";"34";174;339.4;4.22;5.29;1.07;""
"";"Tau";"76601";"04 25 22 +22 17 38";"STF 541 A,CD";"2013";"6";176;177.6;4.22;10.59;6.37;""
"";"Tau";"76601";"04 25 22 +22 17 38";"STF 541 AE";"2014";"5";269;146.5;4.22;13.08;8.86;""
"";"Tau";"76602";"04 25 25 +22 12 00";"STF 541 B,CD";"2014";"6";350;163.3;5.29;9.50;4.21;""
"";"Tau";"76602";"04 25 25 +22 12 00";"STF 541 BF";"2014";"5";216;108.3;5.29;13.70;8.41;""
"";"Tau";"";"04 25 23 +22 14 38";"STF 541 CD";"2020";"25";329;5.5;10.60;10.00;0.60;""
"";"Per";"39543";"04 27 41 +46 15 29";"STF 542";"2015";"27";110;21.7;8.46;10.50;2.04;""
"HD 27955";"Eri";"131187";"04 24 36 -04 52 21";"STF 543";"2015";"12";193;4.9;8.78;10.80;2.02;""
"HD 27983";"Eri";"";"04 24 42 -08 45 10";"STF 544 AB";"2022";"40";352;3.3;8.59;9.51;0.92;""
"HD 28150";"Tau";"93942";"04 27 05 +18 12 27";"STF 545 AB";"2020";"48";58;19.0;6.92;8.78;1.86;""
"HD 28139";"Tau";"93940";"04 27 01 +19 07 04";"STF 546";"2021";"68";182;7.0;7.94;9.21;1.27;""
"";"Eri";"131206";"04 25 54 -01 23 55";"STF 547 AB";"2015";"41";119;7.6;9.42;12.40;2.98;""
"";"Eri";"131206";"04 25 54 -01 23 55";"STF 547 AC";"2015";"16";258;214.2;9.42;6.85;2.57;""
"";"Eri";"131200";"04 25 40 -01 24 39";"STF 547 CD";"2015";"4";228;24.9;6.85;13.01;6.16;""
"HD 28271";"Tau";"57249";"04 28 52 +30 21 42";"STF 548 AB";"2020";"53";36;14.9;6.44;8.03;1.59;""
"";"Tau";"57249";"04 28 52 +30 21 42";"STF 548 AC";"2015";"11";197;120.2;6.44;11.31;4.87;""
"";"Tau";"";"04 28 49 +30 19 46";"STF 548 CD";"2015";"8";53;16.6;11.31;14.00;2.69;""
"HD 28259";"Tau";"111835";"04 27 51 +10 01 15";"STF 549 AB";"2020";"26";157;25.3;8.24;10.02;1.78;""
"1 Cam";"Cam";"24672";"04 32 02 +53 54 39";"STF 550 AB";"2018";"115";308;10.4;5.78;6.82;1.04;""
"";"Cam";"24670";"04 32 01 +53 54 45";"STF 550 BC";"2015";"8";217;150.9;6.82;11.36;4.54;""
"HD 28496";"Per";"24675";"04 32 13 +52 12 03";"STF 551";"2015";"25";128;13.9;9.43;10.17;0.74;""
"HD 28503";"Per";"57278";"04 31 24 +40 00 37";"STF 552";"2019";"76";116;9.0;6.78;7.18;0.40;""
"HD 28618";"Per";"24685";"04 33 16 +51 02 49";"STF 553";"2021";"28";135;3.2;8.79;9.60;0.81;""
"80 Tau";"Tau";"93970";"04 30 09 +15 38 16";"STF 554";"2021";"196";17;1.3;5.70;8.12;2.42;"Y"
"HD 29579";"Cep";"758";"04 53 27 +81 29 24";"STF 555";"2015";"14";148;24.5;9.34;11.03;1.69;""
"";"Tau";"";"04 30 13 +05 17 55";"STF 556 AB";"2019";"29";289;4.4;10.63;10.75;0.12;""
"51 Eri";"Cam";"13205";"04 37 34 +62 58 44";"STF 557 A,BC";"2016";"19";127;23.4;8.82;9.56;0.74;""
"HD 31432";"Cep";"838";"05 34 52 +86 50 45";"STF 558";"2022";"14";219;3.2;9.49;10.70;1.21;""
"HD 28867";"Tau";"94002";"04 33 33 +18 01 00";"STF 559";"2023";"183";277;2.9;6.97;7.02;0.05;""
"HD 28763";"Eri";"149702";"04 31 26 -13 38 39";"STF 560 AB";"2015";"17";45;29.6;6.26;9.33;3.07;""
"";"Cam";"5292";"04 45 45 +74 14 60";"STF 561";"2015";"12";149;25.0;8.76;12.07;3.31;""
"HD 28976";"Tau";"76658";"04 34 45 +22 41 32";"STF 562 AB";"2021";"26";286;1.8;6.82;9.94;3.12;""
"HD 29096";"Per";"39638";"04 36 39 +41 04 37";"STF 563";"2015";"27";32;11.7;7.98;10.49;2.51;""
"HD 28934";"Eri";"149723";"04 33 06 -12 08 14";"STF 564 AB";"2019";"25";347;3.5;9.39;9.53;0.14;""
"";"Eri";"149723";"04 33 06 -12 08 14";"STF 564 AC";"2017";"9";89;119.6;9.39;10.84;1.45;""
"90 Tau";"Per";"39660";"04 38 07 +42 07 02";"STF 565 AB";"2018";"44";167;1.4;7.68;9.13;1.45;""
"";"Per";"39660";"04 38 07 +42 07 02";"STF 565 AC";"2019";"9";100;22.8;7.68;10.26;2.58;""
"";"Per";"39660";"04 38 07 +42 07 02";"STF 565 AD";"2015";"7";45;69.1;7.68;11.59;3.91;""
"2 Cam";"Cam";"24744";"04 39 58 +53 28 24";"STF 566 AB,C";"2022";"172";158;0.9;5.56;7.49;1.93;"Y"
"";"Cam";"24744";"04 39 58 +53 28 24";"STF 566 AB,D";"2012";"5";245;19.0;5.56;13.20;7.64;""
"HD 29205";"Tau";"94032";"04 36 43 +19 29 35";"STF 567";"2022";"112";346;2.0;9.00;9.28;0.28;"Y"
"HD 29283";"Per";"57351";"04 38 23 +39 26 58";"STF 568";"2015";"13";200;21.2;8.49;11.78;3.29;""
"HD 29195";"Tau";"76668";"04 36 14 +09 12 32";"STF 569";"2018";"37";134;8.0;8.74;9.56;0.82;""
"HD 29172";"Eri";"131335";"04 35 14 -09 44 11";"STF 570";"2018";"60";260;12.8;6.71;7.64;0.93;""
"HD 29227";"Eri";"131344";"04 36 02 -03 36 42";"STF 571 AB";"2022";"20";260;17.6;6.33;10.60;4.27;""
"";"Eri";"131344";"04 36 02 -03 36 42";"STF 571 AC";"2016";"4";200;43.4;6.33;13.40;7.07;""
"";"Eri";"131344";"04 36 02 -03 36 42";"STF 571 AD";"2016";"4";275;59.3;6.32;14.12;7.80;""
"NSV1676";"Tau";"76682";"04 38 30 +26 56 26";"STF 572 AB";"2021";"330";188;4.5;7.36;7.21;0.15;"Y"
"";"Cep";"834";"05 28 25 +86 04 52";"STF 573 AB";"2016";"14";209;22.2;10.01;10.70;0.69;""
"HD 29644";"Cam";"24778";"04 42 58 +53 08 18";"STF 574";"2021";"19";315;4.6;8.34;10.06;1.72;""
"HD 29500";"Eri";"";"04 38 39 -00 23 46";"STF 575";"2016";"19";158;4.7;9.42;10.12;0.70;""
"HD 29482";"Eri";"149776";"04 37 60 -13 01 44";"STF 576 AB";"2017";"50";172;12.3;7.33;7.85;0.52;""
"HD 29695";"Per";"57379";"04 42 13 +37 30 54";"STF 577";"2024";"201";313;0.7;8.38;8.45;0.07;"Y"
"HD 29633";"Tau";"111967";"04 40 07 +03 19 12";"STF 578";"2016";"27";26;11.2;9.68;10.16;0.48;""
"HD 284578";"Tau";"76713";"04 41 43 +22 43 54";"STF 579";"2019";"29";40;16.4;8.86;10.45;1.59;""
"";"Per";"39712";"04 44 03 +42 25 08";"STF 581 AC";"2015";"7";143;104.8;7.64;12.10;4.46;""
"";"Per";"";"04 44 09 +42 23 44";"STF 581 CD";"2016";"14";342;8.1;12.10;12.60;0.50;""
"HD 29833";"Per";"39712";"04 44 03 +42 25 08";"STF 582 AB";"2019";"25";24;5.6;7.64;10.19;2.55;""
"HD 29728";"Tau";"111975";"04 40 56 +00 57 46";"STF 583 AB";"2019";"26";327;5.7;7.88;9.28;1.40;""
"";"Tau";"111975";"04 40 56 +00 57 46";"STF 583 AC";"2015";"14";265;99.4;7.88;10.55;2.67;""
"HD 30164";"Cam";"13278";"04 50 05 +66 32 07";"STF 584";"2016";"20";123;12.0;7.61;9.40;1.79;""
"HD 29885";"Tau";"";"04 42 42 +04 50 00";"STF 585";"2015";"14";277;12.1;9.29;12.50;3.21;""
"";"Cam";"";"04 48 47 +53 07 32";"STF 586";"2015";"14";131;29.1;10.84;11.12;0.28;""
"HD 30167";"Cam";"24835";"04 48 02 +53 07 19";"STF 587";"2018";"37";185;21.0;7.59;9.15;1.56;""
"HD 29980";"Eri";"";"04 43 16 -09 37 06";"STF 588 AC";"2015";"15";268;45.4;8.13;10.62;2.49;""
"HD 30101";"Ori";"112035";"04 44 48 +05 17 22";"STF 589 AB";"2020";"161";276;4.8;8.78;8.92;0.14;"Y"
"55 Eri";"Eri";"131443";"04 43 35 -08 47 46";"STF 590";"2018";"101";318;9.3;6.74;6.78;0.04;""
"";"Per";"39759";"04 47 43 +40 13 57";"STF 591 AB,C";"2016";"9";25;34.7;8.95;12.73;3.78;""
"HD 276919";"Per";"39761";"04 47 53 +40 18 21";"STF 592";"2015";"15";245;18.4;10.00;11.13;1.13;""
"HD 276957";"Per";"195327";"04 49 19 +39 15 55";"STF 594";"2018";"24";332;8.8;10.23;12.00;1.77;""
"";"Cep";"814";"05 13 59 +82 28 46";"STF 595";"2016";"13";139;3.7;9.72;11.74;2.02;""
"";"Eri";"149867";"04 45 51 -11 56 58";"STF 596 AB,C";"2021";"34";304;9.8;8.31;10.02;1.71;""
"HD 30383";"Ori";"94125";"04 47 40 +13 06 53";"STF 597 AB";"2015";"15";276;30.5;8.78;12.20;3.42;""
"HD 30456";"Tau";"94132";"04 48 35 +17 48 24";"STF 598";"2016";"32";318;9.3;8.10;9.96;1.86;""
"HD 30584";"Aur";"39800";"04 51 05 +44 58 08";"STF 599 AB";"2021";"30";336;10.5;8.68;10.14;1.46;""
"";"Aur";"39800";"04 51 05 +44 58 08";"STF 599 AC";"2021";"9";34;18.0;8.68;14.10;5.42;""
"";"Aur";"";"04 51 04 +44 58 17";"STF 599 BC";"2015";"10";69;15.0;10.14;14.10;3.96;""
"HD 30768";"Cam";"13302";"04 54 14 +60 35 18";"STF 600";"2016";"14";54;29.8;8.90;11.59;2.69;""
"HD 31133";"Cam";"13324";"04 58 58 +69 18 39";"STF 602";"2016";"21";136;29.0;8.81;10.19;1.38;""
"HD 30924";"Aur";"39837";"04 54 14 +49 34 52";"STF 603 AB";"2024";"35";242;8.7;8.72;8.88;0.16;""
"HD 31231";"Cam";"13327";"04 59 58 +70 03 16";"STF 604";"2019";"22";38;2.1;9.09;9.36;0.27;""
"HD 286096";"Ori";"";"04 51 02 +15 21 55";"STF 605";"2016";"19";283;11.3;10.90;10.89;0.01;""
"HD 31313";"Cam";"13333";"05 00 26 +69 25 10";"STF 606";"2016";"24";301;37.6;8.94;9.70;0.76;""
"HD 283941";"Tau";"";"04 53 09 +25 29 28";"STF 607";"2015";"23";251;14.2;10.37;11.55;1.18;""
"HD 31166";"Aur";"24922";"04 56 17 +52 05 52";"STF 608 AB,C";"2019";"31";114;4.7;8.19;9.50;1.31;""
"HD 30926";"Ori";"";"04 51 49 +01 14 56";"STF 609";"2018";"57";69;3.0;8.79;9.09;0.30;""
"";"Cam";"24929";"04 57 17 +53 45 08";"STF 610 AB,C";"2016";"19";240;25.8;4.49;11.30;6.81;""
"HD 31180";"Tau";"76824";"04 54 26 +21 45 00";"STF 611 AB";"2015";"13";206;14.1;9.24;11.30;2.06;""
"";"Ori";"112196";"04 54 17 +07 22 23";"STF 612 AB";"2020";"81";200;16.0;8.33;8.41;0.08;""
"";"Ori";"112196";"04 54 17 +07 22 23";"STF 612 AC";"2016";"10";263;61.2;8.33;13.30;4.97;""
"";"Ori";"112195";"04 54 16 +07 22 08";"STF 612 BC";"2016";"7";278;55.8;8.41;13.30;4.89;""
"HD 31533";"Aur";"39905";"04 58 51 +44 08 22";"STF 613 AB";"2021";"52";100;11.5;8.59;9.58;0.99;""
"";"Aur";"39905";"04 58 51 +44 08 22";"STF 613 AC";"2021";"22";51;21.1;8.59;11.32;2.73;""
"";"Aur";"";"04 58 52 +44 08 20";"STF 613 BC";"2015";"27";18;16.0;9.58;11.32;1.74;""
"";"Ori";"";"04 55 04 -00 32 42";"STF 614 AB,C";"2018";"32";69;4.4;9.07;9.50;0.43;""
"";"Ori";"";"04 55 04 -00 32 42";"STF 614 BC";"2011";"5";69;4.3;10.14;9.49;0.65;""
"HD 32086";"Cam";"5428";"05 08 03 +73 35 29";"STF 615";"2016";"26";18;1.3;8.27;10.05;1.78;""
"Ome Aur";"Aur";"57548";"04 59 15 +37 53 25";"STF 616 AB";"2022";"127";5;4.7;5.00;8.21;3.21;""
"";"Aur";"57548";"04 59 15 +37 53 25";"STF 616 AC";"2002";"3";238;163.5;5.00;12.09;7.09;""
"";"Cam";"13346";"05 03 26 +63 00 18";"STF 617 DE";"2016";"28";121;12.6;9.24;9.82;0.58;""
"HD 31864";"Cam";"13348";"05 03 33 +63 05 09";"STF 618 AB";"2017";"47";211;33.3;7.68;7.98;0.30;""
"";"Cam";"13348";"05 03 33 +63 05 09";"STF 618 AC";"2016";"4";194;152.6;7.68;11.82;4.14;""
"";"Cam";"13348";"05 03 33 +63 05 09";"STF 618 AD";"2016";"6";189;300.5;7.68;9.24;1.56;""
"";"Cam";"13347";"05 03 31 +63 04 41";"STF 618 BC";"2016";"8";189;121.8;7.98;11.82;3.84;""
"HD 31796";"Aur";"24955";"05 01 20 +50 15 25";"STF 619";"2023";"137";163;4.2;9.51;9.88;0.37;"Y"
"HD 31665";"Ori";"94234";"04 58 19 +13 57 11";"STF 620";"2020";"39";237;4.3;8.77;9.81;1.04;""
"HD 277309";"Aur";"57565";"05 00 47 +39 12 33";"STF 621 AB";"2025";"34";132;10.0;9.70;10.20;0.50;""
"HD 31698";"Ori";"112275";"04 58 06 +01 40 32";"STF 622";"2020";"106";162;2.6;8.48;8.61;0.13;""
"HD 31806";"Tau";"76880";"04 59 54 +27 19 32";"STF 623 AB";"2018";"42";206;20.5;6.98;8.72;1.74;""
"HD 31682";"Eri";"131631";"04 57 38 -05 44 55";"STF 624";"2016";"23";89;28.7;8.59;9.26;0.67;""
"HD 32142";"Cam";"24989";"05 04 33 +58 51 40";"STF 625 A,BC";"2022";"19";116;4.6;8.29;10.44;2.15;""
"HD 31918";"Ori";"94249";"05 00 02 +10 23 27";"STF 626 AB";"2016";"19";242;24.2;8.01;10.50;2.49;""
"NSV1800";"Ori";"112305";"05 00 34 +03 36 57";"STF 627 AB";"2020";"71";260;21.2;6.59;6.95;0.36;""
"HD 32056";"Ori";"112306";"05 00 40 +03 15 55";"STF 628";"2024";"22";47;22.6;8.13;9.85;1.72;""
"HD 33971";"Cam";"856";"05 32 47 +83 24 16";"STF 629";"2017";"42";31;22.0;9.10;11.04;1.94;""
"HD 32273";"Ori";"112340";"05 02 00 +01 36 32";"STF 630 A,BC";"2020";"65";49;14.4;6.50;7.71;1.21;""
"HD 32179";"Eri";"150076";"05 00 41 -13 30 13";"STF 631";"2018";"34";107;5.8;7.49;8.77;1.28;""
"HD 33440";"Cam";"5489";"05 20 53 +78 22 29";"STF 632";"2016";"15";46;1.7;8.15;9.93;1.78;""
"HD 32893";"Cam";"13394";"05 10 43 +63 35 50";"STF 633";"2016";"17";342;11.8;6.77;10.57;3.80;""
"HD 33564";"Cam";"5496";"05 22 34 +79 13 52";"STF 634 AB";"2016";"92";142;31.1;5.14;9.14;4.00;""
"";"Cam";"5496";"05 22 34 +79 13 52";"STF 634 AC";"2014";"7";333;170.1;5.14;9.18;4.04;""
"HD 32652";"Cam";"25033";"05 07 52 +54 59 12";"STF 635";"2019";"39";305;1.0;8.56;8.82;0.26;""
"HD 32468";"Eri";"131720";"05 03 02 -08 39 47";"STF 636";"2017";"55";104;3.7;7.11;8.52;1.41;""
"";"Cam";"13401";"05 12 43 +67 50 06";"STF 637";"2016";"16";36;20.7;8.71;10.44;1.73;""
"HD 33164";"Cam";"13412";"05 14 20 +69 49 25";"STF 638";"2019";"32";221;5.3;7.52;9.06;1.54;""
"HD 32579";"Ori";"";"05 04 01 -02 51 28";"STF 639 AB";"2020";"34";81;5.5;8.67;9.48;0.81;""
"HD 32769";"Aur";"57644";"05 07 02 +33 24 48";"STF 640 AB";"2020";"22";100;9.2;8.88;9.80;0.92;""
"HD 33166";"Cam";"25065";"05 11 50 +57 21 32";"STF 641";"2017";"9";259;16.7;8.73;10.73;2.00;""
"";"Eri";"131777";"05 06 46 -04 39 19";"STF 642 AC";"2011";"11";10;52.2;5.12;10.80;5.68;""
"";"Ori";"112442";"05 07 55 +08 24 09";"STF 643 AB";"2018";"52";125;2.4;9.58;9.61;0.03;""
"HD 33203";"Aur";"57704";"05 10 19 +37 18 07";"STF 644 AB";"2024";"178";221;1.7;6.96;6.78;0.18;""
"V1156 Tau";"Tau";"76990";"05 09 45 +28 01 50";"STF 645 A,BC";"2017";"69";29;11.3;6.04;9.11;3.07;""
"HD 33298";"Aur";"57717";"05 11 02 +39 16 55";"STF 646 AB";"2016";"40";77;15.7;8.36;9.53;1.17;""
"HD 33334";"Aur";"57719";"05 10 59 +32 02 20";"STF 648 AB";"2020";"93";64;5.0;8.14;8.93;0.79;"Y"
"";"Aur";"57719";"05 10 59 +32 02 20";"STF 648 AC";"2016";"6";113;49.5;8.14;13.06;4.92;""
"";"Aur";"57719";"05 10 59 +32 02 20";"STF 648 AD";"2016";"7";73;47.7;8.14;13.40;5.26;""
"HD 33224";"Eri";"131806";"05 08 20 -08 39 55";"STF 649 AB";"2017";"40";69;21.3;5.80;8.97;3.17;""
"";"Eri";"131806";"05 08 20 -08 39 55";"STF 649 AC";"2017";"8";4;87.5;5.80;11.28;5.48;""
"";"Eri";"131807";"05 08 22 -08 39 48";"STF 649 BC";"2017";"10";350;80.7;8.97;11.28;2.31;""
"HD 33449";"Eri";"131836";"05 10 02 -07 04 18";"STF 651";"2018";"64";27;47.8;8.55;9.96;1.41;""
"HD 33646";"Ori";"112509";"05 11 45 +01 02 12";"STF 652";"2021";"72";180;1.7;6.26;7.44;1.18;""
"14 Aur";"Aur";"57799";"05 15 24 +32 41 15";"STF 653 AB";"2017";"28";11;8.9;5.03;10.90;5.87;""
"";"Aur";"57799";"05 15 24 +32 41 15";"STF 653 AC";"2019";"102";225;14.3;5.03;7.33;2.30;""
"";"Aur";"57799";"05 15 24 +32 41 15";"STF 653 AD";"2010";"10";322;179.7;5.03;10.75;5.72;""
"";"Aur";"57799";"05 15 25 +32 41 25";"STF 653 BC";"2015";"21";211;23.3;10.90;7.33;3.57;""
"Rho Ori";"Ori";"112528";"05 13 17 +02 51 40";"STF 654 AB";"2023";"84";64;6.9;4.62;8.50;3.88;""
"";"Ori";"112528";"05 13 17 +02 51 40";"STF 654 AC";"2023";"10";158;182.2;4.62;11.43;6.81;""
"Iot Lep";"Lep";"150223";"05 12 18 -11 52 09";"STF 655 AB";"2015";"19";337;11.9;4.47;9.92;5.45;""
"HD 34277";"Cam";"13462";"05 20 41 +63 09 54";"STF 656";"2016";"18";213;2.8;8.72;10.35;1.63;""
"HD 34234";"Aur";"25124";"05 18 47 +52 49 52";"STF 657";"2024";"66";316;0.9;8.30;8.81;0.51;""
"HD 34093";"Aur";"57821";"05 16 40 +39 02 45";"STF 658 AB";"2018";"23";189;5.8;9.02;10.25;1.23;""
"HD 35164";"Cam";"13464";"05 21 47 +64 54 16";"STF 659";"2018";"22";315;5.6;9.80;10.43;0.63;""
"Kap Lep";"Lep";"150239";"05 13 14 -12 56 26";"STF 661";"2021";"52";358;2.0;4.43;6.77;2.34;""
"HD 34096";"Tau";"77063";"05 16 00 +25 57 27";"STF 662";"2015";"11";106;5.7;8.17;11.30;3.13;""
"HD 34491";"Cam";"13469";"05 22 47 +66 12 36";"STF 663";"2016";"12";80;2.6;8.33;10.98;2.65;""
"HD 34081";"Ori";"";"05 15 11 +08 25 57";"STF 664 AB";"2019";"59";177;4.8;7.77;8.42;0.65;""
"";"Ori";"";"05 15 11 +08 25 52";"STF 664 Ba,Bb";"2022";"1";299;0.1;8.30;11.60;3.30;""
"HD 34117";"Tau";"";"05 15 44 +19 43 48";"STF 665";"2019";"41";254;1.6;9.08;9.55;0.47;""
"HD 34201";"Aur";"57836";"05 17 06 +33 19 47";"STF 666";"2024";"79";75;3.1;7.85;7.89;0.04;""
"HD 34121";"Ori";"131910";"05 14 41 -07 04 18";"STF 667";"2018";"33";315;4.2;7.15;8.78;1.63;""
"Rigel";"Ori";"131907";"05 14 32 -08 12 06";"STF 668 A,BC";"2023";"129";204;9.4;0.30;6.80;6.50;""
"HD 34331";"Aur";"40226";"05 18 57 +45 14 51";"STF 669";"2021";"44";278;10.0;8.44;8.97;0.53;""
"HD 34251";"Tau";"94431";"05 16 44 +18 26 22";"STF 670 AB";"2019";"78";165;2.6;7.72;8.28;0.56;""
"HD 242261";"Tau";"77081";"05 17 25 +26 04 60";"STF 671 AB";"2016";"28";125;17.7;9.60;10.33;0.73;""
"HD 34532";"Aur";"25135";"05 20 50 +50 36 57";"STF 673 AB";"2015";"12";271;1.4;9.24;10.42;1.18;""
"CD Tau";"Tau";"77084";"05 17 31 +20 07 55";"STF 674";"2019";"40";149;10.1;6.82;9.68;2.86;""
"";"Ori";"131923";"05 16 04 -05 35 15";"STF 675 AC";"2024";"26";9;9.3;9.41;9.75;0.34;""
"HD 34804";"Cam";"13481";"05 24 47 +64 43 53";"STF 676";"2019";"42";268;1.4;8.13;8.92;0.79;""
"HD 34839";"Cam";"13482";"05 24 44 +63 23 11";"STF 677 AB";"2024";"153";106;1.1;7.86;8.50;0.64;"Y"
"HD 34456";"Ori";"112602";"05 17 39 +04 41 02";"STF 678 AB";"2018";"37";103;3.6;9.11;9.44;0.33;""
"";"Ori";"112602";"05 17 39 +04 41 02";"STF 678 AC";"2021";"9";338;78.2;9.12;12.62;3.50;""
"HD 242583";"Tau";"77105";"05 19 44 +25 10 58";"STF 679";"2016";"28";317;20.1;10.06;10.29;0.23;""
"HD 34579";"Tau";"77098";"05 19 15 +20 08 04";"STF 680";"2016";"29";203;9.1;6.22;9.66;3.44;""
"HD 34533";"Aur";"40251";"05 20 39 +46 57 50";"STF 681 AB";"2020";"44";183;23.2;6.61;9.21;2.60;""
"HD 34581";"Ori";"112618";"05 18 41 +03 58 54";"STF 682 AB";"2020";"22";118;16.1;9.30;10.52;1.22;""
"HD 34682";"Tau";"77113";"05 20 18 +25 10 16";"STF 683";"2015";"24";80;12.1;8.40;10.62;2.22;""
"HD 34788";"Aur";"40280";"05 22 11 +45 04 54";"STF 684";"2024";"27";142;1.5;7.72;9.34;1.62;""
"HD 233116";"Aur";"25174";"05 23 53 +50 28 09";"STF 685 AB";"2022";"12";316;2.1;9.13;10.46;1.33;""
"";"Aur";"25174";"05 23 53 +50 28 09";"STF 685 AC";"2015";"5";189;20.2;9.13;13.76;4.63;""
"HD 34772";"Tau";"77122";"05 20 56 +24 02 14";"STF 686 AB";"2018";"44";225;9.3;9.21;9.40;0.19;""
"HD 34925";"Aur";"57949";"05 22 18 +33 47 54";"STF 687 AB";"2020";"41";70;17.3;8.69;9.77;1.08;""
"";"Aur";"57949";"05 22 18 +33 47 54";"STF 687 A,CD";"2016";"31";155;48.2;8.69;10.22;1.53;""
"HD 34749";"Ori";"150333";"05 19 21 -10 44 50";"STF 688";"2025";"43";95;10.7;7.52;7.55;0.03;""
"HD 35250";"Cam";"132156";"05 28 54 +67 54 57";"STF 689";"2015";"16";325;6.0;8.37;10.54;2.17;""
"HD 237390";"Cam";"25196";"05 26 50 +57 48 30";"STF 690";"2015";"29";14;23.0;9.90;10.45;0.55;""
"HD 242992";"Aur";"57960";"05 23 06 +31 09 31";"STF 691";"2020";"28";301;25.3;9.13;9.86;0.73;""
"HD 34892";"Ori";"132006";"05 20 24 -08 01 47";"STF 692 AB,C";"2024";"34";4;34.8;7.64;8.57;0.93;""
"HD 35019";"Ori";"132026";"05 21 40 -02 03 05";"STF 693";"2019";"33";11;3.5;9.09;9.52;0.43;""
"HD 35187";"Tau";"77144";"05 24 01 +24 57 38";"STF 694 AB";"2020";"61";13;1.3;8.65;8.54;0.11;""
"HD 36258";"Cam";"5603";"05 42 23 +79 19 55";"STF 695 AB";"2017";"24";161;10.6;9.02;9.68;0.66;""
"";"Cam";"";"05 42 24 +79 19 45";"STF 695 BC";"2017";"15";172;2.1;9.68;10.46;0.78;""
"23 Ori";"Ori";"112697";"05 22 50 +03 32 40";"STF 696";"2019";"82";29;32.0;4.95;6.76;1.81;""
"HD 35172";"Ori";"94512";"05 23 32 +16 02 26";"STF 697 AB";"2019";"61";287;25.4;7.27;8.10;0.83;""
"HD 35295";"Aur";"57999";"05 25 13 +34 51 19";"STF 698 AB";"2019";"55";348;31.4;6.65;8.33;1.68;""
"HD 35313";"Aur";"58006";"05 25 38 +38 02 41";"STF 699 AB";"2018";"48";345;8.9;7.90;8.61;0.71;""
"V1804 Ori";"Ori";"112704";"05 23 06 +01 03 25";"STF 700";"2017";"48";4;4.8;7.69;7.89;0.20;""
"HD 35281";"Ori";"132053";"05 23 18 -08 24 56";"STF 701";"2019";"50";138;6.2;6.13;8.09;1.96;""
"HD 35350";"Ori";"112720";"05 24 18 +02 22 05";"STF 702";"2019";"26";80;8.3;9.60;10.10;0.50;""
