name,x,y,z,mag
T 387,0.83520889,0.24784197,0.49091798,7.0
T 388,0.95819859,0.28435035,0.03162823,6.5
T 389,0.31036083,0.09377932,0.94598182,7.0
T 390,0.95010601,0.28373110,-0.12959643,7.0
T 391,0.81734260,0.24395902,-0.52195313,7.0
T 392,0.87535768,0.26330220,0.40548845,6.0
T 393,0.77599891,0.23346236,-0.58593603,7.5
T 394,0.95035862,0.28692545,0.12038388,6.0
T 395,0.95032608,0.28701150,0.12043561,7.5
T 396,0.74920857,0.22547804,-0.62277297,6.0
T 397,0.92227165,0.27973434,0.26676526,6.5
T 398,0.90741235,0.27621114,0.31671792,8.0
T 399,0.94549470,0.28940074,-0.14928829,8.0
T 400,0.94543105,0.28949975,-0.14949925,6.0
T 401,0.95020208,0.29145489,0.11031797,6.5
T 402,0.95534525,0.29409239,-0.02872480,6.0
T 403,0.64613558,0.20076750,0.73634314,7.5
T 404,0.94919307,0.29498019,0.10963212,7.5
T 405,0.80547978,0.25144880,0.53663379,6.5
T 406,0.52006832,0.16312646,0.83840247,7.0
T 407,0.66053336,0.20670596,-0.72178136,6.0
T 408,0.89382259,0.28221306,0.34847808,7.5
T 409,0.95192137,0.30134889,-0.05508673,6.0
T 410,0.78271459,0.24797804,-0.57084565,9.0
T 411,0.65261838,0.20829801,0.72849241,7.0
T 412,0.95171237,0.30269653,-0.05117014,6.0
T 413,0.95025609,0.30353599,0.06985174,8.0
T 414,0.95065129,0.30594417,0.05157810,6.0
T 415,0.94180978,0.30340868,-0.14469801,7.0
T 416,0.51029436,0.16584180,0.84385790,7.5
T 417,0.50980010,0.16621250,0.84408368,5.5
T 418,0.75052507,0.24262598,-0.61469078,7.5
T 419,0.41623655,0.13672537,0.89891785,8.0
T 420,0.41643596,0.13682668,0.89881008,6.5
T 421,0.94819835,0.30994372,0.06967623,7.5
T 422,0.94381796,0.30871334,0.11791406,8.0
T 423,0.84962227,0.27850952,0.44785539,5.5
T 424,0.94879088,0.31254750,0.04593393,7.5
T 425,0.94290041,0.31109825,0.11898189,8.0
T 426,0.94497581,0.31276226,0.09591914,7.5
T 427,0.94892852,0.31483447,-0.02034516,6.0
T 428,0.68305380,0.22590797,-0.69455244,6.0
T 429,0.83639772,0.28071594,0.47078382,6.0
T 430,0.65076715,0.21939463,0.72688934,8.0
T 431,0.69341227,0.23514318,0.68109258,6.5
T 432,0.67108065,0.22775380,0.70553453,5.0
T 433,0.31801365,0.11045404,0.94163009,6.5
T 434,0.94260983,0.32413100,0.08016117,7.5
